status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,default,amount_duration_ratio,age_bucket,log_amount,duration_squared,high_installment,amount_per_person,senior_flag,young_flag,multiple_credits,long_duration
... < 100 DM,12,critical account/other credits existing,domestic appliances,385,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,real estate,58,none,own,4,unskilled - resident,1,yes,yes,1,1,32.083333333333336,46-60,5.953243334287785,144,1,385.0,0,0,1,0
0 <= ... < 200 DM,24,delay in paying off in the past,car (new),1965,unknown/no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,car or other,42,none,rent,2,skilled employee/official,1,yes,yes,1,1,81.875,31-45,7.583247524303362,576,1,1965.0,0,0,1,1
no checking account,21,existing credits paid back duly till now,others,1572,... >= 1000 DM,... >= 7 years,4,female : divorced/separated/married,none,4,real estate,36,bank,own,1,unskilled - resident,1,no,yes,1,1,74.85714285714286,31-45,7.360103972989152,441,1,1572.0,0,0,0,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),2718,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,4,building society savings agreement/life insurance,20,none,rent,1,unskilled - resident,1,yes,yes,0,0,113.25,18-30,7.907651594711089,576,1,2718.0,0,1,0,1
... < 100 DM,24,all credits at this bank paid back duly,furniture/equipment,1358,unknown/no savings account,... >= 7 years,4,male : single,none,3,car or other,40,stores,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,0,56.583333333333336,31-45,7.213768308118642,576,1,1358.0,0,0,0,1
0 <= ... < 200 DM,6,all credits at this bank paid back duly,car (new),931,100 <= ... < 500 DM,... < 1 year,1,female : divorced/separated/married,none,1,building society savings agreement/life insurance,32,stores,own,1,unskilled - resident,1,no,yes,0,0,155.16666666666666,31-45,6.836259277277067,36,0,931.0,0,0,0,0
... < 100 DM,24,existing credits paid back duly till now,car (new),1442,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,car or other,23,none,rent,2,skilled employee/official,1,no,yes,0,0,60.083333333333336,18-30,7.273786317844895,576,1,1442.0,0,1,1,1
0 <= ... < 200 DM,24,no credits taken/all credits paid back duly,others,4241,... < 100 DM,1 <= ... < 4 years,1,male : single,none,4,real estate,36,none,own,3,unskilled - resident,1,yes,yes,0,0,176.70833333333334,31-45,8.352554369474591,576,0,4241.0,0,0,1,1
no checking account,18,critical account/other credits existing,car (new),2775,... < 100 DM,4 <= ... < 7 years,2,male : single,none,2,building society savings agreement/life insurance,31,bank,own,2,skilled employee/official,1,no,yes,0,0,154.16666666666666,31-45,7.928406026180535,324,0,2775.0,0,0,1,0
no checking account,24,delay in paying off in the past,others,3863,... < 100 DM,1 <= ... < 4 years,1,male : single,none,2,unknown/no property,32,none,for free,1,skilled employee/official,1,no,yes,1,1,160.95833333333334,31-45,8.259199362666282,576,0,3863.0,0,0,0,1
0 <= ... < 200 DM,7,existing credits paid back duly till now,domestic appliances,2329,... < 100 DM,... < 1 year,1,female : divorced/separated/married,guarantor,1,real estate,45,none,own,1,skilled employee/official,1,no,yes,1,1,332.7142857142857,31-45,7.753194269884341,49,0,2329.0,0,0,0,0
0 <= ... < 200 DM,9,existing credits paid back duly till now,radio/television,918,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,building society savings agreement/life insurance,30,none,own,1,skilled employee/official,1,no,yes,0,0,102.0,18-30,6.822197390620491,81,1,918.0,0,0,0,0
0 <= ... < 200 DM,24,all credits at this bank paid back duly,retraining,1837,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,unknown/no property,34,bank,for free,1,unskilled - resident,1,no,yes,0,0,76.54166666666667,31-45,7.515889085215125,576,1,1837.0,0,0,0,1
no checking account,36,existing credits paid back duly till now,radio/television,3349,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,car or other,28,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,0,93.02777777777777,18-30,8.116417072794205,1296,1,3349.0,0,0,0,1
... >= 200 DM / salary for at least 1 year,10,existing credits paid back duly till now,radio/television,1275,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,2,building society savings agreement/life insurance,23,none,own,1,skilled employee/official,1,no,yes,1,1,127.5,18-30,7.150701457592526,100,1,1275.0,0,1,0,0
... < 100 DM,24,all credits at this bank paid back duly,radio/television,2828,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,4,real estate,22,stores,own,1,skilled employee/official,1,yes,yes,1,1,117.83333333333333,18-30,7.947325027016463,576,1,2828.0,0,1,0,1
no checking account,24,critical account/other credits existing,others,4526,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,74,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,188.58333333333334,60+,8.417593826193484,576,1,4526.0,1,0,0,1
0 <= ... < 200 DM,36,existing credits paid back duly till now,domestic appliances,2671,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,co-applicant,4,unknown/no property,50,none,for free,1,skilled employee/official,1,no,yes,0,0,74.19444444444444,46-60,7.890208213109961,1296,1,2671.0,0,0,0,1
no checking account,18,existing credits paid back duly till now,domestic appliances,2051,... < 100 DM,... < 1 year,4,male : single,none,1,real estate,33,none,own,1,skilled employee/official,1,no,yes,1,1,113.94444444444444,31-45,7.62608275807238,324,1,2051.0,0,0,0,0
no checking account,15,existing credits paid back duly till now,car (used),1300,unknown/no savings account,... >= 7 years,4,male : single,none,4,unknown/no property,45,bank,for free,1,skilled employee/official,2,no,yes,1,1,86.66666666666667,31-45,7.170119543449628,225,1,650.0,0,0,0,0
... < 100 DM,12,existing credits paid back duly till now,repairs,741,100 <= ... < 500 DM,unemployed,4,female : divorced/separated/married,none,3,building society savings agreement/life insurance,22,none,own,1,skilled employee/official,1,no,yes,0,0,61.75,18-30,6.608000625296087,144,1,741.0,0,1,0,0
... >= 200 DM / salary for at least 1 year,10,existing credits paid back duly till now,car (new),1240,100 <= ... < 500 DM,... >= 7 years,1,female : divorced/separated/married,none,4,unknown/no property,48,none,for free,1,unskilled - resident,2,no,yes,0,0,124.0,46-60,7.122866658599083,100,0,620.0,0,0,0,0
... < 100 DM,21,existing credits paid back duly till now,domestic appliances,3357,... >= 1000 DM,... < 1 year,4,female : divorced/separated/married,none,2,car or other,29,bank,own,1,skilled employee/official,1,no,yes,1,1,159.85714285714286,18-30,8.118802996980035,441,1,3357.0,0,0,0,1
... < 100 DM,24,all credits at this bank paid back duly,car (used),3632,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,guarantor,4,car or other,22,bank,rent,1,skilled employee/official,1,no,no,1,1,151.33333333333334,18-30,8.197538739721184,576,0,3632.0,0,1,0,1
no checking account,18,delay in paying off in the past,radio/television,1808,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,1,real estate,22,none,own,1,skilled employee/official,1,no,yes,0,0,100.44444444444444,18-30,7.4999765409521215,324,1,1808.0,0,1,0,0
0 <= ... < 200 DM,48,no credits taken/all credits paid back duly,others,12204,unknown/no savings account,1 <= ... < 4 years,2,male : single,none,2,car or other,48,bank,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,254.25,46-60,9.40951904583656,2304,0,12204.0,0,0,0,1
0 <= ... < 200 DM,60,delay in paying off in the past,domestic appliances,9157,unknown/no savings account,1 <= ... < 4 years,2,male : single,none,2,unknown/no property,27,none,for free,1,management/self-employed/highly qualified employee/officer,1,no,yes,1,1,152.61666666666667,18-30,9.122273893107732,3600,0,9157.0,0,0,0,1
... < 100 DM,6,critical account/other credits existing,car (new),3676,... < 100 DM,1 <= ... < 4 years,1,male : single,none,3,real estate,37,none,rent,3,skilled employee/official,2,no,yes,1,1,612.6666666666666,31-45,8.209580483475577,36,0,1838.0,0,0,1,0
0 <= ... < 200 DM,30,existing credits paid back duly till now,radio/television,3441,100 <= ... < 500 DM,1 <= ... < 4 years,2,female : divorced/separated/married,co-applicant,4,car or other,21,none,rent,1,skilled employee/official,1,no,yes,0,0,114.7,18-30,8.14351740579748,900,0,3441.0,0,1,0,1
no checking account,12,existing credits paid back duly till now,car (new),640,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,none,2,real estate,49,none,own,1,unskilled - resident,1,no,yes,1,1,53.333333333333336,46-60,6.461468176353717,144,1,640.0,0,0,0,0
0 <= ... < 200 DM,21,critical account/other credits existing,others,3652,... < 100 DM,4 <= ... < 7 years,2,male : single,none,3,building society savings agreement/life insurance,27,none,own,2,skilled employee/official,1,no,yes,1,1,173.9047619047619,18-30,8.20303024171486,441,0,3652.0,0,0,1,1
no checking account,18,critical account/other credits existing,car (new),1530,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,building society savings agreement/life insurance,32,bank,own,2,skilled employee/official,1,no,yes,0,0,85.0,31-45,7.333023014386481,324,1,1530.0,0,0,1,0
no checking account,48,existing credits paid back duly till now,others,3914,unknown/no savings account,1 <= ... < 4 years,4,male : divorced/separated,none,2,real estate,38,bank,own,1,skilled employee/official,1,no,yes,0,0,81.54166666666667,31-45,8.272315147956022,2304,1,3914.0,0,0,0,1
... < 100 DM,12,existing credits paid back duly till now,radio/television,1858,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,car or other,22,none,rent,1,skilled employee/official,1,no,yes,1,1,154.83333333333334,18-30,7.527255919373784,144,1,1858.0,0,1,0,0
... < 100 DM,18,existing credits paid back duly till now,domestic appliances,2600,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,65,none,for free,2,skilled employee/official,1,no,yes,0,0,144.44444444444446,60+,7.8632667240095735,324,1,2600.0,1,0,1,0
no checking account,15,existing credits paid back duly till now,domestic appliances,1979,unknown/no savings account,... >= 7 years,4,male : single,none,2,car or other,35,none,own,1,skilled employee/official,1,no,yes,1,1,131.93333333333334,31-45,7.590346945602565,225,1,1979.0,0,0,0,0
... >= 200 DM / salary for at least 1 year,6,existing credits paid back duly till now,radio/television,2116,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,41,none,own,1,skilled employee/official,1,yes,yes,1,1,352.6666666666667,31-45,7.65728279297819,36,0,2116.0,0,0,0,0
0 <= ... < 200 DM,9,all credits at this bank paid back duly,car (new),1437,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,none,3,unknown/no property,29,none,own,1,skilled employee/official,1,no,yes,0,0,159.66666666666666,18-30,7.270312886079025,81,0,1437.0,0,0,0,0
no checking account,42,critical account/other credits existing,radio/television,4042,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,4,real estate,36,none,own,2,skilled employee/official,1,yes,yes,1,1,96.23809523809524,31-45,8.304494897963567,1764,1,4042.0,0,0,1,1
no checking account,9,existing credits paid back duly till now,retraining,3832,unknown/no savings account,... >= 7 years,1,male : single,none,4,real estate,64,none,own,1,unskilled - resident,1,no,yes,1,1,425.77777777777777,60+,8.251142139090751,81,0,3832.0,1,0,0,0
... < 100 DM,24,existing credits paid back duly till now,domestic appliances,3660,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,car or other,28,none,own,1,skilled employee/official,1,no,yes,1,1,152.5,18-30,8.205218426395412,576,0,3660.0,0,0,0,1
... < 100 DM,18,all credits at this bank paid back duly,radio/television,1553,... < 100 DM,1 <= ... < 4 years,4,male : single,none,3,car or other,44,bank,own,1,skilled employee/official,1,no,yes,0,0,86.27777777777777,31-45,7.347943823148687,324,1,1553.0,0,0,0,0
0 <= ... < 200 DM,15,existing credits paid back duly till now,domestic appliances,1444,unknown/no savings account,... < 1 year,4,male : single,none,1,building society savings agreement/life insurance,23,none,own,1,skilled employee/official,1,no,yes,1,1,96.26666666666667,18-30,7.275172319452771,225,1,1444.0,0,1,0,0
no checking account,9,existing credits paid back duly till now,radio/television,1980,... < 100 DM,... < 1 year,2,female : divorced/separated/married,co-applicant,2,car or other,19,none,rent,2,skilled employee/official,1,no,yes,0,0,220.0,18-30,7.590852123688581,81,0,1980.0,0,1,1,0
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),1355,... < 100 DM,... < 1 year,3,female : divorced/separated/married,none,4,car or other,25,none,own,1,unskilled - resident,1,yes,yes,0,0,56.458333333333336,18-30,7.2115567333138015,576,1,1355.0,0,0,0,1
no checking account,12,existing credits paid back duly till now,retraining,1393,... < 100 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,47,bank,own,3,skilled employee/official,2,yes,yes,1,1,116.08333333333333,46-60,7.239214973779806,144,1,696.5,0,0,1,0
no checking account,24,existing credits paid back duly till now,domestic appliances,1376,500 <= ... < 1000 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,1,car or other,28,none,own,1,skilled employee/official,1,no,yes,1,1,57.333333333333336,18-30,7.226936018493289,576,1,1376.0,0,0,0,1
no checking account,60,delay in paying off in the past,domestic appliances,15653,... < 100 DM,4 <= ... < 7 years,2,male : single,none,4,car or other,21,none,own,2,skilled employee/official,1,yes,yes,1,1,260.8833333333333,18-30,9.658417870888224,3600,0,15653.0,0,1,1,1
no checking account,12,existing credits paid back duly till now,domestic appliances,1493,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,3,car or other,34,none,own,1,skilled employee/official,2,no,yes,1,1,124.41666666666667,31-45,7.30854279753919,144,1,746.5,0,0,0,0
... < 100 DM,42,delay in paying off in the past,domestic appliances,4370,... < 100 DM,4 <= ... < 7 years,3,male : single,none,2,building society savings agreement/life insurance,26,bank,own,2,skilled employee/official,2,yes,yes,0,0,104.04761904761905,18-30,8.382518288089635,1764,1,2185.0,0,0,1,1
... < 100 DM,18,existing credits paid back duly till now,retraining,750,... < 100 DM,unemployed,4,female : divorced/separated/married,none,1,real estate,27,none,own,1,unemployed/unskilled - non-resident,1,no,yes,0,0,41.666666666666664,18-30,6.620073206530356,324,1,750.0,0,0,0,0
0 <= ... < 200 DM,15,existing credits paid back duly till now,education,1308,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,38,none,own,2,unskilled - resident,1,no,yes,1,1,87.2,31-45,7.176254532017144,225,1,1308.0,0,0,1,0
no checking account,15,existing credits paid back duly till now,retraining,4623,100 <= ... < 500 DM,1 <= ... < 4 years,3,male : single,none,2,building society savings agreement/life insurance,40,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,0,308.2,31-45,8.438799123988225,225,1,4623.0,0,0,0,0
no checking account,24,critical account/other credits existing,domestic appliances,1851,... < 100 DM,4 <= ... < 7 years,4,male : married/widowed,guarantor,2,car or other,33,none,own,2,skilled employee/official,1,yes,yes,1,1,77.125,31-45,7.523481312573497,576,1,1851.0,0,0,1,1
... < 100 DM,18,critical account/other credits existing,domestic appliances,1880,... < 100 DM,4 <= ... < 7 years,4,male : married/widowed,none,1,building society savings agreement/life insurance,32,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,104.44444444444444,31-45,7.539027055823995,324,1,1880.0,0,0,1,0
